ID,SQ2,SQ3,Q1_3,Q1_4,Q1_5,Q2,Q3_1_1,Q3_1_2,Q3_1_3,Q3_1_4,Q3_1_5,Q3_1_6,Q3_1_7,Q3_1_8,Q3_2_1,Q3_2_2,Q3_2_3,Q3_2_4,Q3_2_5,Q3_2_6,Q4_1,Q4_2,Q4_3,Q4_4,Q5,Q6,Q6_1,Q6_2,Q7_1,Q7_1_1,Q7_1_2,Q7_2,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10,Q10_1,Q11,Q12_1,Q12_2,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_17,Q13_18,Q13_19,Q13_20,Q14,Q14_1,Q14_2_1,Q14_2_2,Q14_2_3,Q15_1_1,Q15_1_2,Q15_1_3,Q15_1_4,Q15_1_5,Q15_1_6,Q15_1_7,Q15_2_1,Q15_2_2,Q15_2_3,Q15_2_4,Q15_2_5,Q15_2_6,Q15_2_7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q16_16,Q16_17,Q16_18,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2_1,Q18_2_2,Q18_3_1,Q18_3_2,Q18_3_3,Q18_3_4,Q19_1,Q19_2,Q19_2_1,Q19_3,Q20_1,Q20_2,Q20_2_1,Q20_3,Q21_1,Q21_2,Q22,Q23_1,Q23_2,Q24_1,Q24_2,Q25,Q25_1,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26T,Q26_1_1,Q26_1_2,Q26_1_3,Q26_1_4,Q26_1_5,Q26_1_6,Q26_1_7,Q26_1_8,Q27_1_1,Q27_1_2,Q27_1_3,Q27_2_1,Q27_2_2,Q27_2_3,Q27_3_1,Q27_3_2,Q27_3_3,Q27_4_1,Q27_4_2,Q27_4_3,Q28_1,Q28_2,Q28_3,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q30,Q30_1,Q31,Q31_1,Q32,Q32_1,Q33,Q33_1,Q34,code2,WT2
952,1,14,1,2,3,11,,,,,,,,,,,,,,,17,0,0,1,1,2,,,2,,,1,,,,,1,4,,999,2,1,3,4,3,3,4,4,1,3,3,3,3,3,1,1,1,2,2,3,4,3,3,,1,2,3,2,3,3,3,1,1,1,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,100,0,0,100,0,0,1,2,,,3,,,,1,2,2,,,5,5,3686,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3686,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,1,,,,,,,,,,2,,2,,3,3,2,,1,42,2.268002547
953,1,14,1,3,2,3,3,,,,,,,,,,,,,,30,21,20,0,2,2,,,2,,,2,,,,,2,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,,,,1,1,1,1,1,1,1,3,3,3,3,3,3,3,5,5,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,100,0,0,100,0,0,2,,,,3,,,,3,,1,5,5,,,9490,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,0,60,16,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,1,,,,,,,,,,1,4,1,4,4,2,4,2,3,41,1.274212377
954,1,14,1,3,2,1,1,2,3,,,,,,,,,,,,3,0,0,0,2,1,3,1,,,,,1,0,1,0,1,2,1,999,2,2,3,3,2,2,3,3,1,3,3,3,3,3,1,2,2,3,2,3,2,3,3,,1,1,5,1,2,2,3,1,1,1,4,4,4,3,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,1,100,0,0,100,0,0,2,,,,3,,,,1,4,1,5,5,,,9999998,6,2212,703,246,200,0,0,275,0,3636,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,1,8,,,,,,,,,2,,1,5,4,3,4,3,3,42,2.268002547
955,1,14,1,1,4,10,,,,,,,,,1,,,,,,15,4,0,1,2,2,,,1,1,2,,0,0,0,0,2,2,1,2,2,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,,,,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,100,0,0,100,0,0,1,2,,,3,,,,2,,1,5,5,,,11700,,60,800,1400,410,620,200,450,0,3940,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,1,,,,,,,,,,1,4,1,3,4,2,3,3,1,41,1.274212377
956,1,14,1,2,3,9,,,,,,,,,1,,,,,,10,2,0,0,2,2,,,1,1,2,,1,0,1,0,1,3,,999,2,2,3,4,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,,1,1,5,3,3,1,3,1,1,1,3,3,3,3,4,4,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,1,100,0,0,100,0,0,2,,,,3,,,,3,,1,5,5,,,11048,,3514,676,611,0,64,191,0,0,5056,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,,,6,,,,,,,,,,2,,1,3,4,3,4,4,4,41,1.274212377
957,1,14,1,1,5,9,,,,,,,,,2,,,,,,45,10,1,2,2,2,,,1,1,2,,1,0,1,0,2,2,1,2,2,2,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,3,3,1,5,,,,1,2,1,3,1,1,1,2,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,100,0,0,70,0,30,1,2,,,3,,,,3,,1,5,5,,,11200,,7600,960,460,74,700,150,0,0,9944,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,7,8,,,,,,,,,1,4,1,4,4,2,4,2,2,42,2.268002547
958,1,14,1,3,2,1,1,,,,,,,,,,,,,,1,0,0,0,2,2,,,1,1,2,,0,0,0,0,1,2,1,999,2,2,3,3,2,2,3,3,1,3,1,2,2,1,1,1,1,1,1,1,2,3,3,,1,1,5,1,2,2,3,2,2,2,4,4,3,4,4,4,4,5,5,5,4,5,5,3,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,1,100,0,0,100,0,0,2,,,,3,,,,4,,1,5,5,,,9999998,6,2212,702,246,200,0,0,275,0,3635,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,1,8,,,,,,,,,2,,1,5,4,3,4,3,1,42,2.268002547
959,2,14,2,1,5,9,,,,,,,,,2,,,,,,45,20,0,0,2,2,,,1,1,2,,1,0,0,0,2,2,1,3,2,2,1,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,3,3,,1,1,5,1,2,1,3,1,1,1,2,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,0,100,0,0,1,2,,,3,,,,3,,1,5,5,,,11000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,50,15,10,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,7,8,,,,,,,,,1,4,1,4,4,2,4,2,3,41,0.880355226
960,2,14,2,1,5,6,,,,,,,,,4,,,,,,8,4,0,0,2,2,,,1,1,2,,1,0,1,0,2,2,1,2,2,2,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,3,3,,1,1,5,1,2,2,3,1,1,1,2,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,1,80,20,0,80,10,10,1,2,,,3,,,,1,3,1,5,5,,,14235,,7110,2865,645,138,390,255,0,105,11508,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,1,8,,,,,,,,,1,5,1,4,4,3,4,3,1,41,0.880355226
961,2,14,2,1,5,6,,,,,,,,,4,,,,,,8,4,0,1,2,1,2,2,,,,,2,0,2,0,2,2,1,3,2,2,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,3,3,,1,1,5,1,1,1,3,1,1,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,80,20,0,80,10,10,1,2,,,3,,,,1,3,1,5,5,,,18980,,9480,3820,860,184,520,340,0,140,15344,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,1,8,,,,,,,,,1,5,1,4,4,3,4,3,1,42,1.273550064
962,2,14,2,2,2,1,2,3,,,,,,,,,,,,,69,20,10,0,2,2,,,1,1,2,,1,0,1,0,2,2,1,10,2,2,3,3,3,3,4,3,1,3,1,4,3,4,1,3,3,3,3,3,3,3,2,,1,1,5,2,3,3,3,1,1,1,3,3,3,3,3,3,3,5,5,5,3,3,2,2,2,3,3,3,3,4,3,3,2,2,2,3,3,3,3,1,95,5,0,95,0,5,1,2,,,2,,,,1,4,1,5,5,,,9999998,6,4309,1106,1566,0,462,802,0,0,8245,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,1,0,0,5,2,6,2,8,,,,,,,,,1,5,1,4,4,4,4,2,1,41,0.880355226
963,2,14,4,3,2,10,,,,,,,,,1,,,,,,140,90,0,0,2,2,,,1,1,2,,1,0,1,0,2,1,1,7,2,2,2,4,2,1,2,3,1,3,1,1,2,1,1,1,1,1,1,1,2,3,3,,1,1,3,1,2,3,3,1,1,1,3,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,4,3,3,4,4,3,3,4,3,4,4,3,3,1,100,0,0,90,0,10,2,,,,2,,,,2,,1,3,4,,,52209,,2245,2499,1541,0,215,405,0,0,6905,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,8,,,,,,,,,2,,1,4,3,3,4,3,1,41,0.654072814
964,2,14,4,2,3,10,,,,,,,,,1,6,,,,,30,13,0,1,2,2,,,1,1,2,,1,0,1,0,2,2,1,1,2,2,2,1,1,1,3,2,1,2,2,2,3,2,1,1,1,1,1,1,3,3,3,,3,1,5,1,2,2,3,1,1,1,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,100,0,0,100,0,0,1,2,,,1,2,,,1,4,1,4,4,,,60000,,17100,6700,2200,2600,810,380,0,0,29790,999,999,999,999,999,999,999,999,0,0,1,0,0,0,1,0,0,0,0,0,6,5,9,1,6,7,,,,,,,,1,5,1,4,4,3,4,2,1,41,0.654072814
965,2,14,4,3,6,1,4,,,,,,,,,,,,,,70,42,3,2,2,1,2,2,,,,,2,0,2,0,1,2,1,10,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,3,,3,1,5,1,2,2,3,1,1,1,2,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,80,20,10,80,10,0,1,2,,,3,,,,1,4,1,5,5,,,82646,,15500,33000,14200,950,500,870,0,33,65053,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,1,,,,,,,,,,1,1,1,4,4,2,4,2,2,42,0.964615703
966,2,14,3,2,2,10,,,,,,,,,6,,,,,,56,42,0,0,2,2,,,1,1,2,,1,0,1,0,2,2,1,15,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,,1,1,5,1,1,1,3,1,1,1,2,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,80,20,80,20,0,0,1,2,,,2,,,,1,4,1,4,4,,,43000,,9000,8300,2000,350,3150,1500,0,1900,26200,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,0,0,0,6,1,3,8,,,,,,,,,,1,3,1,3,3,2,4,2,1,41,0.687529472
967,2,14,2,1,5,9,,,,,,,,,2,,,,,,10,5,1,0,2,2,,,1,1,2,,1,0,1,0,2,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,,1,1,4,1,1,1,3,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,95,5,10,90,0,0,1,2,,,3,,,,2,,1,5,5,,,17222,,11880,167,2202,67,93,119,0,0,14528,999,999,999,999,999,999,999,999,0,0,0,1,0,0,0,0,0,1,0,0,9,6,8,1,,,,,,,,,,1,2,1,5,4,3,4,3,1,41,0.880355226
968,1,13,1,3,6,12,,,,,,,,,,,,,,,7,0,0,0,2,2,,,1,2,1,,1,0,2,0,1,2,1,999,2,2,2,3,1,2,3,1,1,2,2,2,2,3,1,2,2,2,2,2,3,1,3,,3,1,4,1,2,2,3,1,1,1,5,5,3,3,3,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,3,3,4,4,1,100,0,0,100,0,0,2,,,,2,,,,1,3,1,5,4,,,12000,,1392,5525,4156,68,148,933,400,500,13122,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,6,,,,,,,,,,1,5,1,5,3,3,3,3,3,41,1.274212377
969,2,5,4,2,2,7,,,,,,,,,1,2,5,,,,77,23,17,0,2,1,3,2,,,,,3,0,3,0,1,2,1,21,2,2,4,2,2,1,5,5,1,3,3,4,3,4,1,3,4,4,2,3,4,4,3,,1,1,5,2,3,3,3,1,1,1,3,3,3,3,3,3,3,5,5,5,4,4,4,5,4,4,4,4,4,5,4,3,3,3,4,3,4,4,3,1,90,10,10,75,10,5,1,2,,,1,1,3,3,1,2,1,4,5,,,9999998,8,30102,7357,4099,3478,3892,3013,0,0,51941,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,0,0,0,4,6,5,9,,,,,,,,,,1,4,1,4,3,3,3,3,1,41,0.654072814
970,2,5,4,3,3,1,2,4,,,,,,,,,,,,,55,35,0,0,2,2,,,1,1,2,,1,0,1,0,1,2,1,8,2,2,3,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,,1,1,5,1,2,2,3,1,1,1,3,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,60,40,0,100,0,0,1,1,6,2,1,1,6,2,1,4,1,5,5,,,82420,,12400,1670,950,1750,257,169,0,0,17196,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,1,0,0,0,6,3,8,1,,,,,,,,,,2,,1,4,4,2,4,1,1,41,0.654072814
971,2,5,3,3,3,1,3,,,,,,,,,,,,,,150,75,2,1,2,2,,,1,1,3,,1,0,1,0,2,2,1,4,2,2,3,1,1,1,2,1,1,3,1,2,2,2,1,1,1,1,1,1,2,2,3,,1,1,5,1,2,2,3,1,1,1,3,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,100,0,0,100,0,0,2,,,,3,,,,1,4,1,5,5,,,60000,,5780,1974,2358,312,124,869,0,0,11417,999,999,999,999,999,999,999,999,0,0,0,0,0,0,2,0,0,0,0,0,5,6,1,1,7,,,,,,,,,1,1,1,5,4,3,4,2,1,41,0.687529472
972,2,5,2,3,6,4,4,,,,,,,,,,,,,,60,25,0,2,2,2,,,1,2,1,,1,0,1,0,2,2,1,4,2,2,2,2,1,2,3,1,1,1,2,2,3,1,1,2,2,1,2,4,3,2,2,,1,1,5,2,3,4,2,1,1,1,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,4,3,4,2,4,3,5,4,5,4,4,3,4,4,1,100,0,0,100,0,0,1,2,,,2,,,,2,,1,4,4,,,24237,,9500,800,1200,715,32,0,0,0,12247,999,999,999,999,999,999,999,999,0,0,0,0,0,0,2,0,0,0,0,0,1,3,9,4,9,,,,,,,,,1,3,1,4,3,1,3,3,3,41,0.880355226
973,2,14,4,3,6,1,4,,,,,,,,,,,,,,50,15,0,5,2,1,1,2,,,,,1,0,1,0,1,2,1,13,2,2,1,1,2,1,4,3,1,2,1,2,3,2,1,1,1,1,1,1,2,3,3,,1,1,4,1,1,1,3,1,1,1,3,3,3,4,4,4,5,5,5,4,4,4,3,4,5,5,4,4,5,5,5,5,5,4,4,4,4,4,4,1,50,50,30,40,30,0,1,2,,,1,2,,,3,,1,5,5,,,72000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,16,52,12,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,10,,,,,,,,,,1,5,1,4,4,4,4,1,3,41,0.654072814
974,2,5,3,4,2,1,3,,,,,,,,,,,,,,50,37,30,2,2,2,,,1,1,1,,1,0,1,0,2,2,2,7,2,2,2,2,1,1,3,1,1,3,2,2,5,3,1,2,2,2,1,3,3,2,2,,1,1,3,3,4,4,4,1,1,1,4,5,5,4,5,5,4,4,4,4,5,5,4,4,4,5,5,4,4,5,3,3,2,3,2,3,3,4,3,1,90,10,0,100,0,0,2,,,,2,,,,1,3,1,4,4,,,53000,,4569,629,203,65,428,15,0,0,5909,999,999,999,999,999,999,999,999,0,0,0,0,0,0,2,0,0,0,0,0,5,9,8,6,7,,,,,,,,,2,,1,5,4,4,4,1,2,41,0.687529472
975,2,5,3,3,3,1,3,,,,,,,,,,,,,,60,50,30,5,2,2,,,1,1,2,,1,0,1,0,2,2,2,9,2,2,3,3,2,2,3,4,1,3,3,3,4,3,3,2,2,3,2,2,3,2,3,,2,1,3,2,4,4,4,3,3,3,3,2,4,4,2,3,2,3,4,3,4,4,4,2,4,4,3,3,3,3,3,4,3,3,2,4,4,3,4,1,90,10,10,10,10,70,1,1,20,2,1,1,10,2,3,,1,3,3,,,41900,,8960,6634,1303,1210,539,797,0,0,19443,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,5,2,4,1,2,,,,,,,,,2,,1,4,4,3,4,3,1,41,0.687529472
976,1,5,1,3,4,4,4,,,,,,,,,,,,,,18,12,0,3,2,2,,,2,,,1,,,,,1,2,1,3,2,2,2,1,1,1,4,2,1,3,1,2,3,1,1,1,1,1,1,1,2,2,3,,1,1,5,1,1,1,3,1,1,1,3,3,3,3,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,1,100,0,0,100,0,0,1,2,,,3,,,,3,,1,5,5,,,8500,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,10,50,30,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,,1,8,,,,,,,,,2,,1,4,4,3,4,2,1,41,1.274212377
977,2,5,3,4,2,1,3,,,,,,,,,,,,,,45,20,15,3,2,2,,,1,3,1,,1,0,1,0,2,1,1,4,2,2,1,1,1,1,3,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,3,,2,1,4,1,3,3,2,1,1,1,4,4,4,4,5,5,5,4,3,3,4,4,4,5,4,5,5,4,5,4,5,3,4,5,4,4,4,4,4,1,100,0,0,100,0,0,1,2,,,2,,,,1,3,1,4,4,,,56711,,3900,777,1945,195,97,110,0,0,7024,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,5,4,9,1,2,4,5,,,,,,,1,4,1,5,3,3,3,2,2,41,0.687529472
978,2,14,2,3,2,1,3,,,,,,,,,,,,,,80,56,40,5,2,2,,,1,1,2,,1,0,1,0,2,2,1,12,2,2,3,1,1,1,4,2,1,2,1,3,4,3,1,1,1,1,1,1,3,3,3,,3,1,5,1,2,2,3,1,1,1,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,90,10,0,100,0,0,1,2,,,1,2,,,1,4,1,5,5,,,30000,,7600,5200,1085,1447,240,330,0,0,15902,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,8,4,,1,2,,,,,,,,,1,4,1,4,4,3,4,3,3,41,0.880355226
979,2,14,2,3,6,1,8,,,,,,,,,,,,,,47,37,3,8,2,2,,,1,1,1,,1,0,1,0,1,2,1,8,2,2,2,1,1,1,2,1,1,2,1,1,3,3,1,1,1,1,1,1,2,3,3,,3,1,5,1,1,1,3,1,1,1,2,3,3,3,4,4,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,4,4,4,4,4,4,1,80,20,0,100,0,0,1,2,,,1,2,,,3,,1,5,5,,,24500,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,50,15,15,4,4,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,9,8,1,4,,,,,,,,,1,4,1,4,4,3,4,3,3,41,0.880355226
980,2,5,2,3,2,4,2,5,,,,,,,,,,,,,22,15,0,0,2,2,,,1,1,2,,1,0,1,0,1,2,1,1,2,2,4,5,5,4,4,5,5,4,5,5,3,4,5,5,4,5,5,4,4,5,1,3,,,,4,5,3,5,3,1,1,5,5,5,3,1,1,3,2,4,4,4,4,4,5,4,3,3,4,4,4,4,4,4,5,5,4,3,4,3,1,100,0,0,100,0,0,2,,,,3,,,,4,,1,5,5,,,23000,,2100,286,350,165,123,72,0,0,3096,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,1,2,8,,,,,,,,1,4,1,3,3,3,3,1,2,41,0.880355226
981,2,14,2,1,3,6,,,,,,,,,2,,,,,,19,5,0,1,2,2,,,1,1,2,,1,0,1,0,2,2,1,999,2,2,3,1,1,1,3,3,1,3,1,1,2,1,1,1,1,1,1,1,2,4,3,,1,1,5,1,2,2,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,3,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,1,100,0,0,100,0,0,1,2,,,3,,,,3,,1,5,5,,,27000,,9042,1381,1582,0,1502,257,0,0,13764,999,999,999,999,999,999,999,999,2,0,0,0,0,0,0,0,0,0,0,0,5,9,3,7,,,,,,,,,,2,,1,3,4,3,4,2,3,41,0.880355226
982,2,14,3,1,5,6,,,,,,,,,4,,,,,,15,7,0,1,2,1,7,2,,,,,2,0,2,0,2,2,1,5,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,5,,,,1,1,1,3,1,1,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,80,20,0,80,10,10,1,2,,,3,,,,1,3,1,5,5,,,42705,,21330,8595,1935,414,1170,810,0,360,34614,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,1,8,,,,,,,,,1,5,1,4,4,3,4,3,1,41,0.687529472
983,2,5,2,3,2,11,,,,,,,,,,,,,,,15,13,0,0,2,2,,,1,1,2,,1,0,1,0,2,1,1,3,2,2,4,1,2,4,3,4,1,4,1,2,1,2,1,1,3,2,2,1,2,4,3,,1,1,4,1,4,4,4,2,1,1,3,4,4,4,3,3,3,2,3,3,4,5,4,4,5,4,4,4,4,4,5,4,4,4,3,5,4,4,4,2,,,,,,,1,2,,,1,2,,,1,2,1,4,5,,,6119,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,58,13,16,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,1,2,3,4,,,,,,,2,,2,,4,3,4,3,1,42,1.273550064
984,4,13,5,2,2,8,,,,,,,,,3,,,,,,100,15,22,0,2,1,6,2,,,,,5,1,3,1,2,2,1,24,1,1,3,2,2,3,4,4,2,2,2,2,2,2,2,2,2,3,3,2,2,4,3,,1,1,5,1,2,3,1,1,1,1,3,4,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,90,10,5,90,5,0,1,1,5,3,1,1,4,3,1,3,1,5,5,,,298210,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,298213,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,1,,,,,,,,,,2,,1,4,4,3,4,3,1,41,0.571942888
985,2,13,4,4,4,1,3,,,,,,,,,,,,,,140,100,32,8,1,2,,,1,2,2,,1,0,1,0,2,2,1,5,2,2,2,1,2,2,3,1,1,3,2,3,3,3,1,1,1,1,1,3,3,3,3,,1,1,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,2,4,3,3,3,1,100,0,0,80,20,0,2,,,,3,,,,1,3,1,4,4,,,69768,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,25,40,10,5,5,10,5,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,8,1,,,,,,,,,,1,3,1,3,4,3,3,2,1,41,0.654072814
986,2,13,2,4,1,1,2,,,,,,,,,,,,,,12,3,0,0,2,1,2,2,,,,,1,0,1,0,2,3,,4,2,2,2,3,2,1,4,3,1,3,3,3,4,4,1,2,3,2,2,3,3,3,3,,1,1,4,3,3,2,2,2,1,1,4,4,5,5,5,5,5,4,4,4,5,5,3,4,4,3,4,2,4,4,3,3,4,4,4,4,3,4,3,1,100,0,0,100,0,0,2,,,,3,,,,3,,1,4,4,,,9999998,6,390,34,0,0,2,2,0,0,428,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,1,8,,,,,,,,,2,,1,4,3,2,3,2,3,41,0.880355226
987,2,5,3,4,3,2,2,,,,,,,,,,,,,,90,60,10,0,1,2,,,1,1,3,,1,0,1,0,2,2,2,15,2,2,3,3,3,3,4,2,1,3,2,3,3,3,1,1,1,3,1,4,2,2,3,,1,1,4,1,3,2,1,1,1,1,3,4,4,4,4,5,5,4,4,4,4,4,3,4,4,4,3,3,4,4,3,4,3,4,3,3,3,4,3,1,100,0,10,70,20,0,2,,,,2,,,,1,2,1,4,4,,,59096,,4557,4204,3053,232,745,595,0,0,13386,999,999,999,999,999,999,999,999,0,0,0,0,0,0,1,0,0,0,0,0,5,8,7,1,2,7,9,,,,,,,1,4,1,4,3,3,3,2,2,41,0.687529472
988,3,13,5,2,1,1,8,,,,,,,,,,,,,,50,10,1,0,2,1,2,2,,,,,1,1,1,1,1,1,2,4,1,2,4,5,5,5,5,5,5,3,3,4,4,5,4,5,4,5,5,5,5,5,3,,1,1,5,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,5,5,3,4,4,4,4,4,4,4,1,90,10,30,50,20,0,1,2,,,1,1,6,4,1,4,1,5,5,,,160000,,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,161631,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,1,9,,,,,,,,,2,,1,5,3,3,2,,1,41,0.571942888
